BranchKey,Date,SubsidiaryAccountKey,BudgetAmount,ActualAmount
1,2023-12-01,6003003003,-136370,-134229.51
1,2023-12-01,6004001001,-323020,-301270.87
1,2023-12-01,6005001001,-625780,-608507.7
1,2023-12-01,6005002002,-123460,-134229.55
1,2023-12-01,6005003003,-24290,-29828.66
1,2023-12-01,6005004004,-238200,-202835.8
1,2023-12-01,6005005005,-35220,-38777.28
1,2023-12-01,6005006006,-172310,-173006.98
1,2023-12-01,8001001001,-6030,-3401.59
1,2023-12-01,8001002002,-6970,-6803.2
1,2023-12-01,8002001001,11910,147403.36
1,2023-12-01,8002002002,67380,68032.31
1,2023-12-01,8003001001,-6370,-7559.13
1,2023-12-01,10001001001,-637280,-647927.01
1,2023-12-01,10001002002,-581130,-583134.31
1,2024-01-01,1001001001,44619090,40455598.46
1,2024-01-01,1001002002,16334370,13081796.87
1,2024-01-01,1001003003,831210,697444.08
1,2024-01-01,1002001001,30880,30000
1,2024-01-01,1002002002,20330,20000
1,2024-01-01,2001001001,-291720,-241703.48
1,2024-01-01,2003001001,-251040,-222780.98
1,2024-01-01,2003002002,-127380,-106575.19
1,2024-01-01,2004001001,-10968880,-9771271.09
1,2024-01-01,2005001001,-4769600,-4125647.8
1,2024-01-01,2005002002,-1058500,-895699.85
1,2024-01-01,2005003003,-133580,-104329.84
1,2024-01-01,4001001001,-8423916.78,-7075485.95
1,2024-01-01,4001002007,-654405.08,-566038.86
1,2024-01-01,4001003010,-518162.5,-424529.14
1,2024-01-01,4002001001,-9592840,-8699885.88
1,2024-01-01,4002002002,-3693660,-2999960.56
1,2024-01-01,4002003003,-6350880,-5699925.14
1,2024-01-01,4003001001,-867650,-899988.18
1,2024-01-01,4003002002,-849570,-899988.07
1,2024-01-01,4003003003,-3729360,-3299956.73
1,2024-01-01,4003004004,-46970,-59999.07
1,2024-01-01,6001001001,-1848443.27,-1489575.98
1,2024-01-01,6001002007,-144239.95,-119166.06
1,2024-01-01,6001003010,-122385.84,-104270.31
1,2024-01-01,6002001001,-341210,-299995.91
1,2024-01-01,6002002002,-147930,-149997.9
1,2024-01-01,6003001001,-90100,-86998.74
1,2024-01-01,6003002002,-153860,-128998.17
1,2024-01-01,6003003003,-149970,-137998.05
1,2024-01-01,6004001001,-358030,-311995.77
1,2024-01-01,6005001001,-701520,-620991.68
1,2024-01-01,6005002002,-141500,-128998.16
1,2024-01-01,6005003003,-21650,-17999.61
1,2024-01-01,6005004004,-259950,-254996.49
1,2024-01-01,6005005005,-40480,-38999.34
1,2024-01-01,6005006006,-208110,-206997.11
1,2024-01-01,8001001001,-7210,-7219.85
1,2024-01-01,8001002002,-6610,-9119.83
1,2024-01-01,8002001001,53940,-68398.88
1,2024-01-01,8002002002,86970,106398.26
1,2024-01-01,8003001001,-7410,-2659.92
1,2024-01-01,10001001001,-709350,-651418.07
1,2024-01-01,10001002002,-652600,-537419.91
1,2024-02-01,1001001001,44619090,41292993.76
1,2024-02-01,1001002002,16334370,13247587.98
1,2024-02-01,1001003003,831210,714691.73
1,2024-02-01,1002001001,30880,30000
1,2024-02-01,1002002002,20330,20000
1,2024-02-01,2001001001,-291720,-261853.06
1,2024-02-01,2003001001,-251040,-211439.92
1,2024-02-01,2003002002,-127380,-137954.75
1,2024-02-01,2004001001,-10968880,-9954949.22
1,2024-02-01,2005001001,-4769600,-4203200.78
1,2024-02-01,2005002002,-1058500,-912537.01
1,2024-02-01,2005003003,-133580,-104367.59
1,2024-02-01,4001001001,-8423916.78,-7208489.33
1,2024-02-01,4001002007,-654405.08,-576679.13
1,2024-02-01,4001003010,-518162.5,-504594.24
1,2024-02-01,4002001001,-9592840,-8879965.85
1,2024-02-01,4002002002,-3693660,-3062057.08
1,2024-02-01,4002003003,-6350880,-5511702.87
1,2024-02-01,4003001001,-867650,-612411.4
1,2024-02-01,4003002002,-849570,-612411.32
1,2024-02-01,4003003003,-3729360,-3674468.65
1,2024-02-01,4003004004,-46970,-61241
1,2024-02-01,6001001001,-1848443.27,-1896970.86
1,2024-02-01,6001002007,-144239.95,-151757.66
1,2024-02-01,6001003010,-122385.84,-132787.95
1,2024-02-01,6002001001,-341210,-306205.6
1,2024-02-01,6002002002,-147930,-122482.16
1,2024-02-01,6003001001,-90100,-82675.41
1,2024-02-01,6003002002,-153860,-131668.31
1,2024-02-01,6003003003,-149970,-137792.43
1,2024-02-01,6004001001,-358030,-318453.79
1,2024-02-01,6005001001,-701520,-621597.48
1,2024-02-01,6005002002,-141500,-137792.43
1,2024-02-01,6005003003,-21650,-21434.26
1,2024-02-01,6005004004,-259950,-287833.25
1,2024-02-01,6005005005,-40480,-45930.75
1,2024-02-01,6005006006,-208110,-192909.48
1,2024-02-01,8001001001,-7210,-1548.53
1,2024-02-01,8001002002,-6610,-5032.76
1,2024-02-01,8002001001,53940,-69684.63
1,2024-02-01,8002002002,86970,61941.88
1,2024-02-01,8003001001,-7410,-6968.44
1,2024-02-01,10001001001,-709350,-580705.37
1,2024-02-01,10001002002,-652600,-547522.21
1,2024-03-01,1001001001,44619090,40323166.53
1,2024-03-01,1001002002,16334370,13299757.1
1,2024-03-01,1001003003,831210,712418.49
1,2024-03-01,1002001001,30880,30000
1,2024-03-01,1002002002,20330,20000
1,2024-03-01,2001001001,-291720,-273653.52
1,2024-03-01,2003001001,-251040,-218738.84
1,2024-03-01,2003002002,-127380,-96368.32
1,2024-03-01,2004001001,-10968880,-9789361.58
1,2024-03-01,2005001001,-4769600,-4133286
1,2024-03-01,2005002002,-1058500,-897358.15
1,2024-03-01,2005003003,-133580,-116699.68
1,2024-03-01,4001001001,-8423916.78,-7461668.93
1,2024-03-01,4001002007,-654405.08,-596933.5
1,2024-03-01,4001003010,-518162.5,-447700.13
1,2024-03-01,4002001001,-9592840,-8970420.68
1,2024-03-01,4002002002,-3693660,-2990140.13
1,2024-03-01,4002003003,-6350880,-5382252.33
1,2024-03-01,4003001001,-867650,-598028.03
1,2024-03-01,4003002002,-849570,-897041.92
1,2024-03-01,4003003003,-3729360,-2990140.24
1,2024-03-01,4003004004,-46970,-29901.25
1,2024-03-01,6001001001,-1848443.27,-1865417.23
1,2024-03-01,6001002007,-144239.95,-149233.37
1,2024-03-01,6001003010,-122385.84,-130579.19
1,2024-03-01,6002001001,-341210,-299013.86
1,2024-03-01,6002002002,-147930,-119605.46
1,2024-03-01,6003001001,-90100,-80733.65
1,2024-03-01,6003002002,-153860,-125585.77
1,2024-03-01,6003003003,-149970,-137546.32
1,2024-03-01,6004001001,-358030,-302004
1,2024-03-01,6005001001,-701520,-601018.04
1,2024-03-01,6005002002,-141500,-122595.59
1,2024-03-01,6005003003,-21650,-14950.57
1,2024-03-01,6005004004,-259950,-254161.78
1,2024-03-01,6005005005,-40480,-29901.22
1,2024-03-01,6005006006,-208110,-206319.52
1,2024-03-01,8001001001,-7210,-3806.96
1,2024-03-01,8001002002,-6610,-6471.84
1,2024-03-01,8002001001,53940,45683.68
1,2024-03-01,8002002002,86970,53297.61
1,2024-03-01,8003001001,-7410,-4949.05
1,2024-03-01,10001001001,-709350,-571046.09
1,2024-03-01,10001002002,-652600,-587361.69
1,2024-04-01,1001001001,44619090,39995215.08
1,2024-04-01,1001002002,16334370,13237802.28
1,2024-04-01,1001003003,831210,712799.65
1,2024-04-01,1002001001,30880,30000
1,2024-04-01,1002002002,20330,20000
1,2024-04-01,2001001001,-291720,-247192.42
1,2024-04-01,2003001001,-251040,-213567.97
1,2024-04-01,2003002002,-127380,-115926.05
1,2024-04-01,2004001001,-10968880,-9719247.06
1,2024-04-01,2005001001,-4769600,-4103682.09
1,2024-04-01,2005002002,-1058500,-890930.98
1,2024-04-01,2005003003,-133580,-110633.42
1,2024-04-01,4001001001,-8423916.78,-6667403.48
1,2024-04-01,4001002007,-654405.08,-533392.27
1,2024-04-01,4001003010,-518162.5,-466718.23
1,2024-04-01,4002001001,-9592840,-8007717.2
1,2024-04-01,4002002002,-3693660,-3262403.23
1,2024-04-01,4002003003,-6350880,-5635060.17
1,2024-04-01,4003001001,-867650,-593164.22
1,2024-04-01,4003002002,-849570,-593164.11
1,2024-04-01,4003003003,-3729360,-3558985.45
1,2024-04-01,4003004004,-46970,-29658.07
1,2024-04-01,6001001001,-1848443.27,-1481645.21
1,2024-04-01,6001002007,-144239.95,-118531.6
1,2024-04-01,6001003010,-122385.84,-88898.71
1,2024-04-01,6002001001,-341210,-296581.95
1,2024-04-01,6002002002,-147930,-148290.94
1,2024-04-01,6003001001,-90100,-80077.05
1,2024-04-01,6003002002,-153860,-121598.55
1,2024-04-01,6003003003,-149970,-136427.61
1,2024-04-01,6004001001,-358030,-338103.46
1,2024-04-01,6005001001,-701520,-602061.55
1,2024-04-01,6005002002,-141500,-133461.8
1,2024-04-01,6005003003,-21650,-17794.77
1,2024-04-01,6005004004,-259950,-210573.18
1,2024-04-01,6005005005,-40480,-35589.7
1,2024-04-01,6005006006,-208110,-174983.3
1,2024-04-01,8001001001,-7210,-7937.37
1,2024-04-01,8001002002,-6610,-7559.39
1,2024-04-01,8002001001,53940,22678.24
1,2024-04-01,8002002002,86970,83153.53
1,2024-04-01,8003001001,-7410,-8693.31
1,2024-04-01,10001001001,-709350,-728943.53
1,2024-04-01,10001002002,-652600,-631751.06
1,2024-05-01,1001001001,44619090,38896259
1,2024-05-01,1001002002,16334370,13363216.36
1,2024-05-01,1001003003,831210,715471.51
1,2024-05-01,1002001001,30880,30000
1,2024-05-01,1002002002,20330,20000
1,2024-05-01,2001001001,-291720,-257136.5
1,2024-05-01,2003001001,-251040,-216099.1
1,2024-05-01,2003002002,-127380,-88965.07
1,2024-05-01,2004001001,-10968880,-9544490.44
1,2024-05-01,2005001001,-4769600,-4029895.96
1,2024-05-01,2005002002,-1058500,-874911.62
1,2024-05-01,2005003003,-133580,-109054.72
1,2024-05-01,4001001001,-8423916.78,-6547520.43
1,2024-05-01,4001002007,-654405.08,-523801.63
1,2024-05-01,4001003010,-518162.5,-458326.42
1,2024-05-01,4002001001,-9592840,-8364553.37
1,2024-05-01,4002002002,-3693660,-2884328.63
1,2024-05-01,4002003003,-6350880,-5480224.57
1,2024-05-01,4003001001,-867650,-865298.61
1,2024-05-01,4003002002,-849570,-865298.5
1,2024-05-01,4003003003,-3729360,-2884328.77
1,2024-05-01,4003004004,-46970,-57686.44
1,2024-05-01,6001001001,-1848443.27,-1818755.66
1,2024-05-01,6001002007,-144239.95,-145500.44
1,2024-05-01,6001003010,-122385.84,-127312.88
1,2024-05-01,6002001001,-341210,-288432.74
1,2024-05-01,6002002002,-147930,-115373.01
1,2024-05-01,6003001001,-90100,-80761.04
1,2024-05-01,6003002002,-153860,-144216.31
1,2024-05-01,6003003003,-149970,-129794.67
1,2024-05-01,6004001001,-358030,-297085.73
1,2024-05-01,6005001001,-701520,-585518.62
1,2024-05-01,6005002002,-141500,-115373.03
1,2024-05-01,6005003003,-21650,-23074.49
1,2024-05-01,6005004004,-259950,-213440.19
1,2024-05-01,6005005005,-40480,-40380.43
1,2024-05-01,6005006006,-208110,-161522.26
1,2024-05-01,8001001001,-7210,-7052.29
1,2024-05-01,8001002002,-6610,-5567.59
1,2024-05-01,8002001001,53940,-33405.72
1,2024-05-01,8002002002,86970,111352.34
1,2024-05-01,8003001001,-7410,-6309.94
1,2024-05-01,10001001001,-709350,-556761.94
1,2024-05-01,10001002002,-652600,-620391.88
1,2024-06-01,1001001001,44619090,47819611.3
1,2024-06-01,1001002002,16334370,17398188.97
1,2024-06-01,1001003003,831210,954894.07
1,2024-06-01,1002001001,30880,30000
1,2024-06-01,1002002002,20330,20000
1,2024-06-01,2001001001,-291720,-335126.79
1,2024-06-01,2003001001,-251040,-263359.15
1,2024-06-01,2003002002,-127380,-161316.48
1,2024-06-01,2004001001,-10968880,-11920084.98
1,2024-06-01,2005001001,-4769600,-5032924.77
1,2024-06-01,2005002002,-1058500,-1092674.46
1,2024-06-01,2005003003,-133580,-139534.91
1,2024-06-01,4001001001,-8423916.78,-8631465.97
1,2024-06-01,4001002007,-654405.08,-690517.27
1,2024-06-01,4001003010,-518162.5,-517887.94
1,2024-06-01,4002001001,-9592840,-10283500.33
1,2024-06-01,4002002002,-3693660,-3900637.97
1,2024-06-01,4002003003,-6350880,-7092069.18
1,2024-06-01,4003001001,-867650,-709206.9
1,2024-06-01,4003002002,-849570,-709206.79
1,2024-06-01,4003003003,-3729360,-3900638.09
1,2024-06-01,4003004004,-46970,-35460.21
1,2024-06-01,6001001001,-1848443.27,-1817150.72
1,2024-06-01,6001002007,-144239.95,-145372.05
1,2024-06-01,6001003010,-122385.84,-127200.54
1,2024-06-01,6002001001,-341210,-354603.32
1,2024-06-01,6002002002,-147930,-141841.24
1,2024-06-01,6003001001,-90100,-102834.88
1,2024-06-01,6003002002,-153860,-170209.51
1,2024-06-01,6003003003,-149970,-159571.42
1,2024-06-01,6004001001,-358030,-375879.52
1,2024-06-01,6005001001,-701520,-726936.97
1,2024-06-01,6005002002,-141500,-148933.32
1,2024-06-01,6005003003,-21650,-17730.02
1,2024-06-01,6005004004,-259950,-212761.92
1,2024-06-01,6005005005,-40480,-49644.34
1,2024-06-01,6005006006,-208110,-216307.93
1,2024-06-01,8001001001,-7210,-8807.59
1,2024-06-01,8001002002,-6610,-2781.33
1,2024-06-01,8002001001,53940,222508.23
1,2024-06-01,8002002002,86970,64898.2
1,2024-06-01,8003001001,-7410,-7880.47
1,2024-06-01,10001001001,-709350,-695338.29
1,2024-06-01,10001002002,-652600,-655604.67
1,2024-07-01,1001001001,44619090,49701478.87
1,2024-07-01,1001002002,16334370,17615637.81
1,2024-07-01,1001003003,831210,953357.91
1,2024-07-01,1002001001,30880,30000
1,2024-07-01,1002002002,20330,20000
1,2024-07-01,2001001001,-291720,-331616.9
1,2024-07-01,2003001001,-251040,-275208.24
1,2024-07-01,2003002002,-127380,-155126.35
1,2024-07-01,2004001001,-10968880,-12297685.43
1,2024-07-01,2005001001,-4769600,-5192356.07
1,2024-07-01,2005002002,-1058500,-1127287.83
1,2024-07-01,2005003003,-133580,-145312.03
1,2024-07-01,4001001001,-8423916.78,-8436212.19
1,2024-07-01,4001002007,-654405.08,-674896.97
1,2024-07-01,4001003010,-518162.5,-590534.83
1,2024-07-01,4002001001,-9592840,-9213958.38
1,2024-07-01,4002002002,-3693660,-4054141.6
1,2024-07-01,4002003003,-6350880,-7371166.7
1,2024-07-01,4003001001,-867650,-737116.64
1,2024-07-01,4003002002,-849570,-1105674.87
1,2024-07-01,4003003003,-3729360,-4054141.72
1,2024-07-01,4003004004,-46970,-36855.7
1,2024-07-01,6001001001,-1848443.27,-2343392.26
1,2024-07-01,6001002007,-144239.95,-187471.37
1,2024-07-01,6001003010,-122385.84,-164037.45
1,2024-07-01,6002001001,-341210,-368558.17
1,2024-07-01,6002002002,-147930,-147423.18
1,2024-07-01,6003001001,-90100,-103196.17
1,2024-07-01,6003002002,-153860,-165851.12
1,2024-07-01,6003003003,-149970,-173222.3
1,2024-07-01,6004001001,-358030,-442269.86
1,2024-07-01,6005001001,-701520,-770286.8
1,2024-07-01,6005002002,-141500,-162165.49
1,2024-07-01,6005003003,-21650,-22113.35
1,2024-07-01,6005004004,-259950,-235877.19
1,2024-07-01,6005005005,-40480,-36855.72
1,2024-07-01,6005006006,-208110,-239562.78
1,2024-07-01,8001001001,-7210,-7173.63
1,2024-07-01,8001002002,-6610,-6695.38
1,2024-07-01,8002001001,53940,86083.79
1,2024-07-01,8002002002,86970,133908.08
1,2024-07-01,8003001001,-7410,-10521.33
1,2024-07-01,10001001001,-709350,-922326.41
1,2024-07-01,10001002002,-652600,-799349.55
1,2024-08-01,1001001001,44619090,51101407.69
1,2024-08-01,1001002002,16334370,17635108.67
1,2024-08-01,1001003003,831210,988993.31
1,2024-08-01,1002001001,30880,30000
1,2024-08-01,1002002002,20330,20000
1,2024-08-01,2001001001,-291720,-315101.33
1,2024-08-01,2003001001,-251040,-282507.05
1,2024-08-01,2003002002,-127380,-114587.06
1,2024-08-01,2004001001,-10968880,-12559591.74
1,2024-08-01,2005001001,-4769600,-5302938.73
1,2024-08-01,2005002002,-1058500,-1151295.91
1,2024-08-01,2005003003,-133580,-154578.44
1,2024-08-01,4001001001,-8423916.78,-9573199.92
1,2024-08-01,4001002007,-654405.08,-765855.98
1,2024-08-01,4001003010,-518162.5,-574391.98
1,2024-08-01,4002001001,-9592840,-10610303.89
1,2024-08-01,4002002002,-3693660,-4547273.04
1,2024-08-01,4002003003,-6350880,-6820909.59
1,2024-08-01,4003001001,-867650,-1136818.26
1,2024-08-01,4003002002,-849570,-1136818.13
1,2024-08-01,4003003003,-3729360,-3789394.26
1,2024-08-01,4003004004,-46970,-37893.8
1,2024-08-01,6001001001,-1848443.27,-1914639.97
1,2024-08-01,6001002007,-144239.95,-153171.19
1,2024-08-01,6001003010,-122385.84,-134024.79
1,2024-08-01,6002001001,-341210,-378939.25
1,2024-08-01,6002002002,-147930,-151575.62
1,2024-08-01,6003001001,-90100,-98524.12
1,2024-08-01,6003002002,-153860,-174311.99
1,2024-08-01,6003003003,-149970,-170522.58
1,2024-08-01,6004001001,-358030,-394096.85
1,2024-08-01,6005001001,-701520,-769246.89
1,2024-08-01,6005002002,-141500,-162943.84
1,2024-08-01,6005003003,-21650,-26525.6
1,2024-08-01,6005004004,-259950,-284204.46
1,2024-08-01,6005005005,-40480,-56840.77
1,2024-08-01,6005006006,-208110,-231152.88
1,2024-08-01,8001001001,-7210,-3907.4
1,2024-08-01,8001002002,-6610,-5372.68
1,2024-08-01,8002001001,53940,190487.1
1,2024-08-01,8002002002,86970,19537.14
1,2024-08-01,8003001001,-7410,-8791.69
1,2024-08-01,10001001001,-709350,-837306.12
1,2024-08-01,10001002002,-652600,-690777.55
1,2024-09-01,1001001001,44619090,47567129.32
1,2024-09-01,1001002002,16334370,17872505.55
1,2024-09-01,1001003003,831210,923780.19
1,2024-09-01,1002001001,30880,30000
1,2024-09-01,1002002002,20330,20000
1,2024-09-01,2001001001,-291720,-337401.64
1,2024-09-01,2003001001,-251040,-257075.55
1,2024-09-01,2003002002,-127380,-129398.65
1,2024-09-01,2004001001,-10968880,-11954414.71
1,2024-09-01,2005001001,-4769600,-5047419.54
1,2024-09-01,2005002002,-1058500,-1095821.35
1,2024-09-01,2005003003,-133580,-124121.42
1,2024-09-01,4001001001,-8423916.78,-9111920.53
1,2024-09-01,4001002007,-654405.08,-728953.63
1,2024-09-01,4001003010,-518162.5,-637834.43
1,2024-09-01,4002001001,-9592840,-10229204.65
1,2024-09-01,4002002002,-3693660,-3527311.86
1,2024-09-01,4002003003,-6350880,-6701892.65
1,2024-09-01,4003001001,-867650,-705462.37
1,2024-09-01,4003002002,-849570,-705462.25
1,2024-09-01,4003003003,-3729360,-4232774.36
1,2024-09-01,4003004004,-46970,-70546.08
1,2024-09-01,6001001001,-1848443.27,-2277980.12
1,2024-09-01,6001002007,-144239.95,-182238.4
1,2024-09-01,6001003010,-122385.84,-136678.79
1,2024-09-01,6002001001,-341210,-352731.03
1,2024-09-01,6002002002,-147930,-176365.43
1,2024-09-01,6003001001,-90100,-95237.28
1,2024-09-01,6003002002,-153860,-169310.85
1,2024-09-01,6003003003,-149970,-162256.18
1,2024-09-01,6004001001,-358030,-409168.08
1,2024-09-01,6005001001,-701520,-705462.26
1,2024-09-01,6005002002,-141500,-151674.22
1,2024-09-01,6005003003,-21650,-35272.97
1,2024-09-01,6005004004,-259950,-222220.49
1,2024-09-01,6005005005,-40480,-38800.29
1,2024-09-01,6005006006,-208110,-232802.46
1,2024-09-01,8001001001,-7210,-9297.86
1,2024-09-01,8001002002,-6610,-5578.71
1,2024-09-01,8002001001,53940,209202.21
1,2024-09-01,8002002002,86970,92978.75
1,2024-09-01,8003001001,-7410,-9762.75
1,2024-09-01,10001001001,-709350,-896581.1
1,2024-09-01,10001002002,-652600,-777036.96
1,2024-10-01,1001001001,44619090,46766881.6
1,2024-10-01,1001002002,16334370,17387758.47
1,2024-10-01,1001003003,831210,927916.46
1,2024-10-01,1002001001,30880,30000
1,2024-10-01,1002002002,20330,20000
1,2024-10-01,2001001001,-291720,-310268.18
1,2024-10-01,2003001001,-251040,-268663.4
1,2024-10-01,2003002002,-127380,-121381.93
1,2024-10-01,2004001001,-10968880,-11723860.18
1,2024-10-01,2005001001,-4769600,-4950074.3
1,2024-10-01,2005002002,-1058500,-1074687.18
1,2024-10-01,2005003003,-133580,-130309.31
1,2024-10-01,4001001001,-8423916.78,-8936186.75
1,2024-10-01,4001002007,-654405.08,-714894.93
1,2024-10-01,4001003010,-518162.5,-625533.06
1,2024-10-01,4002001001,-9592840,-9016722.14
1,2024-10-01,4002002002,-3693660,-3467969.94
1,2024-10-01,4002003003,-6350880,-6935940.09
1,2024-10-01,4003001001,-867650,-1040391
1,2024-10-01,4003002002,-849570,-1040390.85
1,2024-10-01,4003003003,-3729360,-3814767.09
1,2024-10-01,4003004004,-46970,-34679.57
1,2024-10-01,6001001001,-1848443.27,-1787237.34
1,2024-10-01,6001002007,-144239.95,-142978.98
1,2024-10-01,6001003010,-122385.84,-125106.6
1,2024-10-01,6002001001,-341210,-346796.87
1,2024-10-01,6002002002,-147930,-173398.37
1,2024-10-01,6003001001,-90100,-72827.21
1,2024-10-01,6003002002,-153860,-138718.68
1,2024-10-01,6003003003,-149970,-159526.46
1,2024-10-01,6004001001,-358030,-371072.67
1,2024-10-01,6005001001,-701520,-714401.72
1,2024-10-01,6005002002,-141500,-138718.66
1,2024-10-01,6005003003,-21650,-17339.7
1,2024-10-01,6005004004,-259950,-277437.48
1,2024-10-01,6005005005,-40480,-38147.52
1,2024-10-01,6005006006,-208110,-176866.34
1,2024-10-01,8001001001,-7210,-11854.11
1,2024-10-01,8001002002,-6610,-10942.25
1,2024-10-01,8002001001,53940,-54711.35
1,2024-10-01,8002002002,86970,91185.55
1,2024-10-01,8003001001,-7410,-7294.83
1,2024-10-01,10001001001,-709350,-683891.84
1,2024-10-01,10001002002,-652600,-703431.61
1,2024-11-01,1001001001,44619090,48746320.05
1,2024-11-01,1001002002,16334370,17583601.84
1,2024-11-01,1001003003,831210,933219.28
1,2024-11-01,1002001001,30880,30000
1,2024-11-01,1002002002,20330,20000
1,2024-11-01,2001001001,-291720,-267269.03
1,2024-11-01,2003001001,-251040,-270976.65
1,2024-11-01,2003002002,-127380,-110132.18
1,2024-11-01,2004001001,-10968880,-12116365.41
1,2024-11-01,2005001001,-4769600,-5115798.73
1,2024-11-01,2005002002,-1058500,-1110666.83
1,2024-11-01,2005003003,-133580,-173766.18
1,2024-11-01,4001001001,-8423916.78,-9235362.96
1,2024-11-01,4001002007,-654405.08,-738829.02
1,2024-11-01,4001003010,-518162.5,-554121.77
1,2024-11-01,4002001001,-9592840,-10121311.57
1,2024-11-01,4002002002,-3693660,-4337704.86
1,2024-11-01,4002003003,-6350880,-6506557.35
1,2024-11-01,4003001001,-867650,-1084426.23
1,2024-11-01,4003002002,-849570,-722950.7
1,2024-11-01,4003003003,-3729360,-3614754.15
1,2024-11-01,4003004004,-46970,-72294.94
1,2024-11-01,6001001001,-1848443.27,-1385304.44
1,2024-11-01,6001002007,-144239.95,-110824.34
1,2024-11-01,6001003010,-122385.84,-96971.3
1,2024-11-01,6002001001,-341210,-361475.28
1,2024-11-01,6002002002,-147930,-144590.02
1,2024-11-01,6003001001,-90100,-104827.72
1,2024-11-01,6003002002,-153860,-177122.79
1,2024-11-01,6003003003,-149970,-162663.79
1,2024-11-01,6004001001,-358030,-375934.26
1,2024-11-01,6005001001,-701520,-741024.48
1,2024-11-01,6005002002,-141500,-144590.02
1,2024-11-01,6005003003,-21650,-28917.88
1,2024-11-01,6005004004,-259950,-289180.2
1,2024-11-01,6005005005,-40480,-36147.4
1,2024-11-01,6005006006,-208110,-191581.81
1,2024-11-01,8001001001,-7210,-7067.85
1,2024-11-01,8001002002,-6610,-8010.23
1,2024-11-01,8002001001,53940,42407.28
1,2024-11-01,8002002002,86970,75390.68
1,2024-11-01,8003001001,-7410,-8481.42
1,2024-11-01,10001001001,-709350,-807757.69
1,2024-11-01,10001002002,-652600,-726981.92
1,2024-12-01,1001001001,44619090,54380122.89
1,2024-12-01,1001002002,16334370,19591634.83
1,2024-12-01,1001003003,831210,1003731.63
1,2024-12-01,1002001001,30880,30000
1,2024-12-01,1002002002,20330,20000
1,2024-12-01,2001001001,-291720,-392690.04
1,2024-12-01,2003001001,-251040,-296518.76
1,2024-12-01,2003002002,-127380,-171760.17
1,2024-12-01,2004001001,-10968880,-13504588.08
1,2024-12-01,2005001001,-4769600,-5701937.19
1,2024-12-01,2005002002,-1058500,-1237920.57
1,2024-12-01,2005003003,-133580,-173080.77
1,2024-12-01,4001001001,-8423916.78,-9778822.26
1,2024-12-01,4001002007,-654405.08,-782305.77
1,2024-12-01,4001003010,-518162.5,-684517.55
1,2024-12-01,4002001001,-9592840,-10081313.51
1,2024-12-01,4002002002,-3693660,-4435777.86
1,2024-12-01,4002003003,-6350880,-7661798.24
1,2024-12-01,4003001001,-867650,-1209757.6
1,2024-12-01,4003002002,-849570,-806504.96
1,2024-12-01,4003003003,-3729360,-4839030.52
1,2024-12-01,4003004004,-46970,-40325.12
1,2024-12-01,6001001001,-1848443.27,-1544024.56
1,2024-12-01,6001002007,-144239.95,-123521.95
1,2024-12-01,6001003010,-122385.84,-92641.46
1,2024-12-01,6002001001,-341210,-403252.39
1,2024-12-01,6002002002,-147930,-201626.12
1,2024-12-01,6003001001,-90100,-104845.49
1,2024-12-01,6003002002,-153860,-181463.5
1,2024-12-01,6003003003,-149970,-185496.03
1,2024-12-01,6004001001,-358030,-463740.29
1,2024-12-01,6005001001,-701520,-826667.59
1,2024-12-01,6005002002,-141500,-181463.49
1,2024-12-01,6005003003,-21650,-20162.51
1,2024-12-01,6005004004,-259950,-330666.94
1,2024-12-01,6005005005,-40480,-52422.69
1,2024-12-01,6005006006,-208110,-250016.41
1,2024-12-01,8001001001,-7210,-8928
1,2024-12-01,8001002002,-6610,-6827.3
1,2024-12-01,8002001001,53940,63021.4
1,2024-12-01,8002002002,86970,136546.37
1,2024-12-01,8003001001,-7410,-6827.29
1,2024-12-01,10001001001,-709350,-787767.64
1,2024-12-01,10001002002,-652600,-742752.34
1,2025-01-01,1001001001,69649070,62118030.51
1,2025-01-01,1001002002,23366660,20523839.92
1,2025-01-01,1001003003,1157640,1046778.45
1,2025-01-01,1002001001,28600,30000
1,2025-01-01,1002002002,19830,20000
1,2025-01-01,2001001001,-426560,-330605.16
1,2025-01-01,2003001001,-371240,-341160.27
1,2025-01-01,2003002002,-192630,-187894.33
1,2025-01-01,2004001001,-17094940,-15072956.8
1,2025-01-01,2005001001,-6932580,-6364137.32
1,2025-01-01,2005002002,-1524470,-1381687.71
1,2025-01-01,2005003003,-193780,-141515.59
1,2025-01-01,4001001001,-12308932.13,-10914495.48
1,2025-01-01,4001002007,-972119.54,-873159.63
1,2025-01-01,4001003010,-793178.13,-654869.72
1,2025-01-01,4002001001,-13751210,-12897710.87
1,2025-01-01,4002002002,-5596440,-4606325.23
1,2025-01-01,4002003003,-9145890,-8291385.52
1,2025-01-01,4003001001,-1150390,-1381897.57
1,2025-01-01,4003002002,-1177050,-1381897.5
1,2025-01-01,4003003003,-5701610,-5066957.86
1,2025-01-01,4003004004,-94840,-92126.35
1,2025-01-01,6001001001,-2157794.05,-1723341.38
1,2025-01-01,6001002007,-174567.22,-137867.3
1,2025-01-01,6001003010,-136294.6,-120633.89
1,2025-01-01,6002001001,-494550,-460632.38
1,2025-01-01,6002002002,-223290,-184252.86
1,2025-01-01,6003001001,-123760,-105945.35
1,2025-01-01,6003002002,-227850,-216497.16
1,2025-01-01,6003003003,-228850,-207284.48
